Company Name,Company URL,About,Summary,Industry,Location
"GE Transportation, a Wabtec company",https://www.linkedin.com/company/getransportation/,,"...of transportation technology, software, and analytics. And it's why we continue to find-and realize-the potential that keeps our connected world moving forward...",Truck Transportation,"Chicago, IL"
Houzz,https://www.linkedin.com/company/houzz/,,"Houzz, the leading platform for home building, remodeling and design, empowers industry professionals and homeowners with the tools they need to make every project a success. The company’s cloud-based, AI-powered project management and design software, Houzz Pro (houzz.com/pro), helps pros win projects, collaborate...",Software Development,"West Hollywood, California"
Thomson Reuters,https://www.linkedin.com/company/thomson-reuters/,,"Thomson Reuters (TSX/NDAQ: TRI) informs the way forward by bringing together the trusted content and technology that people and organizations need to make the right decisions. We serve professionals across legal, tax, accounting, compliance, government, and media. Our products combine highly specialized software...",Software Development,"Toronto, ON"
NEORIS,https://www.linkedin.com/company/epamneoris/,,"...through Cloud Transformation, Data & Analytics, Artificial Intelligence, Cybersecurity, Intelligent Automation, Strategic Consulting and Software Engineering...",IT Services and IT Consulting,"Miami, FL"
Blackbaud,https://www.linkedin.com/company/blackbaud/,,"Blackbaud (NASDAQ: BLKB) is the leading software provider exclusively dedicated to powering social impact. Serving the nonprofit and education sectors, companies committed to social responsibility, and individual change makers, Blackbaud’s essential software is built to accelerate impact in fundraising, nonprofit...",Software Development,"Charleston, South Carolina"
athenahealth,https://www.linkedin.com/company/athenahealth/,,...efficiently. athenahealth partners with practices with purpose-built software backed by expertise to produce the insights needed to drive better clinical...,IT Services and IT Consulting,"Boston, Massachusetts"
ArisGlobal,https://www.linkedin.com/company/aris-global/,,"...through multi-tenant Software-as-a-Service (SaaS) architecture.  Headquartered in Waltham, MA. ArisGlobal has regional offices in Europe, India, Japan, and China.",Software Development,"Waltham, Massachusetts"
Ars Technica,https://www.linkedin.com/company/ars-technica/,,"..., Ars Technica became a trusted source for technology news, tech policy analysis, breakdowns of the latest scientific advancements, gadget reviews, software...",Online Audio and Video Media,"New York, NY"
Thales Cyber and Digital,https://www.linkedin.com/company/thalesdis/,,"Thales Cyber and Digital is a global leader in digital security, bringing trust to an increasingly connected world. We design and deliver a wide range of products, software and services based on two core technologies: digital identification and data protection. Our technology is at the heart of modern life...",IT Services and IT Consulting,Meudon
Full Sail University,https://www.linkedin.com/company/full-sail-university/,,"...in professional environments and on professional software and hardware. Our education is offered at an accelerated pace, which allows students to graduate...","Winter Park, FL",
Novell,https://www.linkedin.com/company/novell/,,....    Micro Focus is a global software company with 40 years of experience in delivering and supporting enterprise software solutions that help customers innovate...,IT Services and IT Consulting,"Provo, UT"
Smiths Medical,https://www.linkedin.com/company/l-sm-icu/,,".... ICU Medical's product portfolio includes ambulatory, syringe, and large volume IV pumps and safety software; dedicated and non-dedicated IV sets, needlefree IV...",Medical Device,"San Clemente, California"
First Advantage,https://www.linkedin.com/company/first-advantage/,,"First Advantage (NASDAQ: FA) is a leading provider of global software and data in the HR technology industry. Enabled by its proprietary technology and AI, First Advantage’s platforms, data, and APIs power comprehensive employment background screening, digital identity solutions, and verification services...",Information Services,"Atlanta, GA"
Cloud Big Data Technologies Group,https://www.linkedin.com/company/cloud-bigd/,,...Data’s 100% own Software Product) Helps our Consultants to get Placed at Client Projects in Quickest Possible Time.   -475+ Highly Experienced Marketing...,Information Technology & Services,"Grand Island, Nebraska"
Delphi,https://www.linkedin.com/company/delphi/,,Specialties: Software and Services,Motor Vehicle Manufacturing,"Gillingham, United Kingdom"
Geek Squad,https://www.linkedin.com/company/geek-squad/,,"...from your computer  * Install virus and spyware protection software  * Show you how to use your digital camera, iPod, or other digital device  * Help protect and back up important data  * Perform system checkups and maintenance  * Bring your computer up to date  * Recommend hardware and software  * Install hardware...",IT Services and IT Consulting,
Genesys,https://www.linkedin.com/company/genesys/,,"Orchestrating billions of remarkable experiences in more than 100 countries – through cloud, digital and AI technology • Specialties: Call Center Software",Software Development,"Menlo Park, CA"
Putnam Investments,https://www.linkedin.com/company/putnam-investments/,,".... FT is not responsible for LinkedIn’s privacy, security, or terms of use policies that control this service, nor their content, software, or tools (or those of any third party’s) that are available through links from this page. You use any third-party site/media, software and materials at your own risk.  US readers...",Financial Services,"Boston, Massachusetts"
Hilti Group,https://www.linkedin.com/company/hilti/,,"Hilti stands for innovation and direct customer relationships. About 34,000 employees around the world, in more than 120 countries, contribute to making our customers’ work more productive, safer and more sustainable. We do this with our hardware, software and service offering.  With roughly 280,000 customer contacts...",Construction,Schaan
Sopra Steria,https://www.linkedin.com/company/soprasteria/,,The world is how we shape it • Specialties: Software Development,IT Services and IT Consulting,"Paris, France"
"Baidu, Inc.",https://www.linkedin.com/company/baidu-inc/,,Specialties: Software,Software Development,Beijing
WTW,https://www.linkedin.com/company/wtwcorporate/,,We transform tomorrows • Specialties: HR software,Financial Services,"London, England"
Capita,https://www.linkedin.com/company/capita/,,"Capita is a leading provider of business process services, driven by data, technology and people. #CreatingBetter • Specialties: Software",IT Services and IT Consulting,"London, England"
ASML,https://www.linkedin.com/company/asml/,,"....  What do we do?  We provide chipmakers with hardware, software and services to mass produce patterns on silicon through lithography. Our lithography systems use...",Semiconductor Manufacturing,Veldhoven
OpenText,https://www.linkedin.com/company/opentext/,,Information Reimagined • Specialties: Software,Software Development,"Waterloo, ON"
Mercedes-Benz Research and Development India,https://www.linkedin.com/company/mercedes-benz-research-and-development-india/,,"...- driving digital acceleration, leading excellence in-car software and paving the way for sustainable mobility.   MBRDI currently employs over 8500 professionals...",Motor Vehicle Manufacturing,"Bangalore, Karnataka"
HTC,https://www.linkedin.com/company/htc/,,Fostering imagination through immersive technology • Specialties: Software,Consumer Electronics,"Taoyuan, TW"
KPIT,https://www.linkedin.com/company/kpit/,,"....   With over 25 years of specialized expertise in Mobility, KPIT is accelerating the transformation towards Software and AI-Defined Vehicles through its advanced solutions, platforms, and products—propelled by mobility-infused AI frameworks, software craftsmanship, and systems integration mastery.   Vision in Motion...",Software Development,"Pune, Maharashtra"
